FILE_BYTES_READ,FILE_BYTES_WRITTEN,FILE_LARGE_READ_OPS,FILE_READ_OPS,FILE_WRITE_OPS,HDFS_BYTES_READ,HDFS_BYTES_WRITTEN,HDFS_LARGE_READ_OPS,HDFS_READ_OPS,HDFS_WRITE_OPS,S3A_BYTES_READ,S3A_BYTES_WRITTEN,S3A_LARGE_READ_OPS,S3A_READ_OPS,S3A_WRITE_OPS,avgMapTime,avgMergeTime,avgReduceTime,avgShuffleTime,bandwidth,datasize,diagnostics,failedMapAttempts,failedReduceAttempts,finishTime,id,inputs,killedMapAttempts,killedReduceAttempts,map.cpu,map.memory,mapsCompleted,mapsTotal,name,output,queue,queue time,reduce.cpu,reduce.memory,reducesCompleted,reducesTotal,runtime,startTime,state,submitTime,successfulMapAttempts,successfulReduceAttempts,type,uberized,user
100926989,208063766,0,0,0,39690,11732378,0,28,2,786499667.0,0.0,0.0,512.0,0.0,11654,2093,7738,56897,10,786539357,,0,0,1570115859385,job_1569357382192_0761,"['tpch_4G_orders', ' tpch_4G_customer']",1,0,1,4096,25,25,PigLatin:Q3.pig,['tmp-993855261'],default,5562,1,8192,1,1,93958,1570115765427,SUCCEEDED,1570115759865,25,1,['HASH_JOIN'],False,ubuntu
443808551,918766353,0,0,0,11788480,3486943,0,133,2,3061878384.0,0.0,0.0,256.0,0.0,6965,6927,23572,216135,10,3073666864,,0,0,1570116161154,job_1569357382192_0762,"['tpch_4G_lineitem', 'tmp-993855261']",0,0,1,4096,129,129,PigLatin:Q3.pig,['tmp733964566'],default,5012,1,8192,1,1,289958,1570115871196,SUCCEEDED,1570115866184,129,1,['HASH_JOIN'],False,ubuntu
1679509,3847971,0,0,0,3487344,1322923,0,5,2,,,,,,5479,89,1044,2686,40,3487344,,0,0,1570116187452,job_1569357382192_0763,['tmp733964566'],0,0,1,4096,1,1,PigLatin:Q3.pig,['tmp1917860410'],default,6146,1,8192,1,1,13976,1570116173476,SUCCEEDED,1570116167330,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
5906,487801,0,0,0,1323325,77,0,5,2,,,,,,3313,29,397,2540,40,1323325,,0,0,1570116210239,job_1569357382192_0764,['tmp1917860410'],0,0,1,4096,1,1,PigLatin:Q3.pig,['tmp-72365514'],default,6198,1,8192,1,1,11107,1570116199132,SUCCEEDED,1570116192934,1,1,['SAMPLER'],False,ubuntu
366,484043,0,0,0,1323325,300,0,5,2,,,,,,4209,30,372,2664,40,1323325,,0,0,1570116234192,job_1569357382192_0765,['tmp1917860410'],0,0,1,4096,1,1,PigLatin:Q3.pig,['tmp-1279340226'],default,8256,1,8192,1,1,12225,1570116221967,SUCCEEDED,1570116213711,1,1,"['ORDER_BY', 'COMBINER']",False,ubuntu
366,470587,0,0,0,703,372,0,5,2,,,,,,3243,32,373,2684,40,703,,0,0,1570116256944,job_1569357382192_0766,['tmp-1279340226'],0,0,1,4096,1,1,PigLatin:Q3.pig,[],default,6304,1,8192,1,1,11232,1570116245712,SUCCEEDED,1570116239408,1,1,['UDF'],False,ubuntu
296744870,629993207,0,0,0,77940,26713197,0,153,2,3751293854.0,0.0,0.0,512.0,0.0,6770,7108,31301,245325,10,3751371794,,0,0,1570116611404,job_1569357382192_0767,"['tpch_4G_lineitem', ' tpch_4G_orders']",0,0,1,4096,150,150,PigLatin:Q4.pig,['tmp-1814407814'],default,5141,1,8192,1,1,334104,1570116277300,SUCCEEDED,1570116272159,150,1,['COGROUP'],False,ubuntu
118,487529,0,0,0,26713599,97,0,5,2,,,,,,5157,27,406,2871,40,26713599,,0,0,1570116637549,job_1569357382192_0768,['tmp-1814407814'],0,0,1,4096,1,1,PigLatin:Q4.pig,['tmp-1153300910'],default,5426,1,8192,1,1,13504,1570116624045,SUCCEEDED,1570116618619,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
190,475399,0,0,0,499,63,0,5,2,,,,,,3088,33,473,2933,40,499,,0,0,1570116668890,job_1569357382192_0769,['tmp-1153300910'],0,0,1,4096,1,1,PigLatin:Q4.pig,['tmp1081980386'],default,4955,1,8192,1,1,11933,1570116656957,SUCCEEDED,1570116652002,1,1,['SAMPLER'],False,ubuntu
113,470335,0,0,0,499,77,0,5,2,,,,,,3158,25,357,2915,40,499,,0,0,1570116692416,job_1569357382192_0770,['tmp-1153300910'],0,0,1,4096,1,1,PigLatin:Q4.pig,[],default,8247,1,8192,1,1,11464,1570116680952,SUCCEEDED,1570116672705,1,1,['ORDER_BY'],False,ubuntu
592,717697,0,0,0,726,71,0,5,2,2583.0,0.0,0.0,2.0,0.0,4413,28,390,2716,10,3309,,0,0,1570116729680,job_1569357382192_0771,"['tpch_4G_nation', ' tpch_4G_region']",0,0,1,4096,2,2,PigLatin:Q5.pig,['tmp-270864174'],default,4917,1,8192,1,1,12286,1570116717394,SUCCEEDED,1570116712477,2,1,['HASH_JOIN'],False,ubuntu
574445,1863060,0,0,0,17312,125740,0,6,2,5629995.0,0.0,0.0,256.0,0.0,20001,83,549,31862,10,5647307,,0,0,1570116782191,job_1569357382192_0772,"['tpch_4G_supplier', 'tmp-270864174']",1,0,1,4096,2,2,PigLatin:Q5.pig,['tmp-66906925'],default,7830,1,8192,1,1,40662,1570116741529,SUCCEEDED,1570116733699,2,1,['HASH_JOIN'],False,ubuntu
912015566,1855071833,0,0,0,181842,170603450,0,133,2,3061878384.0,0.0,0.0,256.0,0.0,7074,15812,51314,221483,10,3062060226,,0,0,1570117127128,job_1569357382192_0773,"['tmp-66906925', ' tpch_4G_lineitem']",0,0,1,4096,129,129,PigLatin:Q5.pig,['tmp-598746381'],default,9464,1,8192,1,1,332921,1570116794207,SUCCEEDED,1570116784743,129,1,['HASH_JOIN'],False,ubuntu
398985509,636256698,0,0,0,170627520,25755687,0,29,2,689415470.0,0.0,0.0,256.0,0.0,9577,3588,17835,43890,10,860042990,,0,0,1570117218732,job_1569357382192_0774,"['tmp-598746381', ' tpch_4G_orders']",0,0,1,4096,24,24,PigLatin:Q5.pig,['tmp397408642'],default,7964,1,8192,1,1,79511,1570117139221,SUCCEEDED,1570117131257,24,1,['HASH_JOIN'],False,ubuntu
39626889,80448046,0,0,0,25773539,565252,0,8,2,97084197.0,0.0,0.0,256.0,0.0,16796,747,4546,12891,10,122857736,,0,0,1570117259411,job_1569357382192_0775,"['tpch_4G_customer', 'tmp397408642']",1,0,1,4096,4,4,PigLatin:Q5.pig,['tmp-711989102'],default,6855,1,8192,1,1,29339,1570117230072,SUCCEEDED,1570117223217,4,1,['HASH_JOIN'],False,ubuntu
127,489723,0,0,0,565655,106,0,5,2,,,,,,4118,27,432,2838,40,565655,,0,0,1570117284116,job_1569357382192_0776,['tmp-711989102'],0,0,1,4096,1,1,PigLatin:Q5.pig,['tmp1414446786'],default,7816,1,8192,1,1,12466,1570117271650,SUCCEEDED,1570117263834,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
166,477057,0,0,0,509,64,0,5,2,,,,,,2970,28,504,2855,40,509,,0,0,1570117307361,job_1569357382192_0777,['tmp1414446786'],0,0,1,4096,1,1,PigLatin:Q5.pig,['tmp1488968839'],default,6441,1,8192,1,1,11541,1570117295820,SUCCEEDED,1570117289379,1,1,['SAMPLER'],False,ubuntu
127,472183,0,0,0,509,140,0,5,2,,,,,,3028,27,643,2857,40,509,,0,0,1570117331319,job_1569357382192_0778,['tmp1414446786'],0,0,1,4096,1,1,PigLatin:Q5.pig,[],default,9186,1,8192,1,1,11800,1570117319519,SUCCEEDED,1570117310333,1,1,['ORDER_BY'],False,ubuntu
2694,31584538,0,0,0,55700,21,0,131,2,3061878384.0,0.0,0.0,256.0,0.0,6202,36,459,199288,10,3061934084,,0,0,1570117596069,job_1569357382192_0779,['tpch_4G_lineitem'],0,0,1,4096,128,128,PigLatin:Q6.pig,[],default,5105,1,8192,1,1,245109,1570117350960,SUCCEEDED,1570117345855,128,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
0,230712,0,0,0,363,35,0,4,2,2199.0,0.0,0.0,1.0,0.0,4327,0,0,0,10,2562,,0,0,1570117627325,job_1569357382192_0780,['tpch_4G_nation'],0,0,1,4096,1,1,PigLatin:Q7.pig,['tmp-1379890074'],default,4993,1,8192,0,0,6707,1570117620618,SUCCEEDED,1570117615625,1,0,['MAP_ONLY'],False,ubuntu
0,230766,0,0,0,363,35,0,4,2,2199.0,0.0,0.0,1.0,0.0,4255,0,0,0,10,2562,,0,0,1570117646003,job_1569357382192_0781,['tpch_4G_nation'],0,0,1,4096,1,1,PigLatin:Q7.pig,['tmp-1398467790'],default,23235,1,8192,0,0,6607,1570117639396,SUCCEEDED,1570117616161,1,0,['MAP_ONLY'],False,ubuntu
371805352,775036539,0,0,0,72538,27251945,0,132,2,3067508379.0,0.0,0.0,512.0,0.0,7298,6022,13525,248449,10,3067580917,,0,0,1570117972309,job_1569357382192_0782,"['tpch_4G_supplier', ' tpch_4G_lineitem']",1,0,1,4096,129,129,PigLatin:Q7.pig,['tmp-184570176'],default,4965,1,8192,1,1,314266,1570117658043,SUCCEEDED,1570117653078,129,1,"['REPLICATED_JOIN', 'HASH_JOIN']",False,ubuntu
121168487,248579336,0,0,0,39690,7559388,0,28,2,786499667.0,0.0,0.0,512.0,0.0,10387,3608,6546,47882,10,786539357,,0,0,1570118066716,job_1569357382192_0783,"['tpch_4G_orders', ' tpch_4G_customer']",0,0,1,4096,25,25,PigLatin:Q7.pig,['tmp-899840430'],default,330192,1,8192,1,1,82278,1570117984438,SUCCEEDED,1570117654246,25,1,"['REPLICATED_JOIN', 'HASH_JOIN']",False,ubuntu
44260680,89246762,0,0,0,34812135,851326,0,7,2,,,,,,5867,851,5286,3076,40,34812135,,0,0,1570118097384,job_1569357382192_0784,"['tmp-899840430', 'tmp-184570176']",0,0,1,4096,2,2,PigLatin:Q7.pig,['tmp-528083627'],default,7500,1,8192,1,1,19370,1570118078014,SUCCEEDED,1570118070514,2,1,['HASH_JOIN'],False,ubuntu
182,491123,0,0,0,851727,154,0,5,2,,,,,,3987,29,393,2909,40,851727,,0,0,1570118122026,job_1569357382192_0785,['tmp-528083627'],0,0,1,4096,1,1,PigLatin:Q7.pig,['tmp605383132'],default,8473,1,8192,1,1,12501,1570118109525,SUCCEEDED,1570118101052,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
274,478583,0,0,0,554,81,0,5,2,,,,,,3231,28,386,2597,40,554,,0,0,1570118144971,job_1569357382192_0786,['tmp605383132'],0,0,1,4096,1,1,PigLatin:Q7.pig,['tmp-769383008'],default,6652,1,8192,1,1,11162,1570118133809,SUCCEEDED,1570118127157,1,1,['SAMPLER'],False,ubuntu
178,473221,0,0,0,554,159,0,5,2,,,,,,3309,31,1371,2796,40,554,,0,0,1570118169193,job_1569357382192_0787,['tmp605383132'],0,0,1,4096,1,1,PigLatin:Q7.pig,[],default,7733,1,8192,1,1,12389,1570118156804,SUCCEEDED,1570118149071,1,1,['ORDER_BY'],False,ubuntu
0,231555,0,0,0,363,12,0,4,2,384.0,0.0,0.0,1.0,0.0,4659,0,0,0,10,747,,0,0,1570118203489,job_1569357382192_0788,['tpch_4G_region'],0,0,1,4096,1,1,PigLatin:Q8.pig,['tmp1664098676'],default,5078,1,8192,0,0,7009,1570118196480,SUCCEEDED,1570118191402,1,0,['MAP_ONLY'],False,ubuntu
776511094,1584782001,0,0,0,71102,3067555,0,134,2,3158246667.0,0.0,0.0,512.0,0.0,7528,22324,23371,225373,10,3158317769,,0,0,1570118538649,job_1569357382192_0789,"['tpch_4G_part', ' tpch_4G_lineitem']",1,0,1,4096,131,131,PigLatin:Q8.pig,['tmp-954653860'],default,22816,1,8192,1,1,323448,1570118215201,SUCCEEDED,1570118192385,131,1,['HASH_JOIN'],False,ubuntu
0,231991,0,0,0,363,710,0,6,4,2199.0,0.0,0.0,1.0,0.0,4242,0,0,0,10,2562,,0,0,1570118556928,job_1569357382192_0790,['tpch_4G_nation'],0,0,1,4096,1,1,PigLatin:Q8.pig,"['tmp-1149994881', 'tmp-941358929']",default,357437,1,8192,0,0,6617,1570118550311,SUCCEEDED,1570118192874,1,0,"['MULTI_QUERY', 'MAP_ONLY']",False,ubuntu
5827621,12374845,0,0,0,3084795,4196488,0,6,2,5629995.0,0.0,0.0,256.0,0.0,21119,193,1542,31652,10,8714790,,0,0,1570118611521,job_1569357382192_0791,"['tpch_4G_supplier', 'tmp-954653860']",1,0,1,4096,2,2,PigLatin:Q8.pig,['tmp356294226'],default,9532,1,8192,1,1,42565,1570118568956,SUCCEEDED,1570118559424,2,1,"['REPLICATED_JOIN', 'HASH_JOIN']",False,ubuntu
56,232551,0,0,0,777,24,0,5,2,,,,,,3426,0,0,0,40,777,,0,0,1570118629420,job_1569357382192_0792,['tmp-941358929'],0,0,1,4096,1,1,PigLatin:Q8.pig,['tmp1480520868'],default,64033,1,8192,0,0,5775,1570118623645,SUCCEEDED,1570118559612,1,0,"['REPLICATED_JOIN', 'MAP_ONLY']",False,ubuntu
0,228904,0,0,0,426,24,0,5,2,,,,,,3297,0,0,0,40,426,,0,0,1570118647012,job_1569357382192_0793,['tmp1480520868'],0,0,1,4096,1,1,PigLatin:Q8.pig,['tmp-1009417100'],default,5940,1,8192,0,0,5644,1570118641368,SUCCEEDED,1570118635428,1,0,['MAP_ONLY'],False,ubuntu
61921109,130120624,0,0,0,39690,6923014,0,28,2,786499667.0,0.0,0.0,512.0,0.0,10222,1451,4873,52779,10,786539357,,0,0,1570118738812,job_1569357382192_0794,"['tpch_4G_customer', ' tpch_4G_orders']",1,0,1,4096,25,25,PigLatin:Q8.pig,['tmp667704695'],default,6827,1,8192,1,1,80297,1570118658515,SUCCEEDED,1570118651688,25,1,"['REPLICATED_JOIN', 'HASH_JOIN']",False,ubuntu
15826623,32373047,0,0,0,11120304,261274,0,7,2,,,,,,5168,435,2375,2703,40,11120304,,0,0,1570118766926,job_1569357382192_0795,"['tmp667704695', 'tmp356294226']",0,0,1,4096,2,2,PigLatin:Q8.pig,['tmp811870143'],default,8864,1,8192,1,1,15688,1570118751238,SUCCEEDED,1570118742374,2,1,['HASH_JOIN'],False,ubuntu
70,493389,0,0,0,261675,44,0,5,2,,,,,,3957,29,441,2928,40,261675,,0,0,1570118791353,job_1569357382192_0796,['tmp811870143'],0,0,1,4096,1,1,PigLatin:Q8.pig,['tmp861816002'],default,5781,1,8192,1,1,12589,1570118778764,SUCCEEDED,1570118772983,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
62,478933,0,0,0,445,62,0,5,2,,,,,,3024,31,394,2888,40,445,,0,0,1570118815185,job_1569357382192_0797,['tmp861816002'],0,0,1,4096,1,1,PigLatin:Q8.pig,['tmp-1509678710'],default,10160,1,8192,1,1,11487,1570118803698,SUCCEEDED,1570118793538,1,1,['SAMPLER'],False,ubuntu
48,474023,0,0,0,445,51,0,5,2,,,,,,3242,27,406,2844,40,445,,0,0,1570118839034,job_1569357382192_0798,['tmp861816002'],0,0,1,4096,1,1,PigLatin:Q8.pig,[],default,8485,1,8192,1,1,11453,1570118827581,SUCCEEDED,1570118819096,1,1,['ORDER_BY'],False,ubuntu
0,230111,0,0,0,363,335,0,4,2,2199.0,0.0,0.0,1.0,0.0,4543,0,0,0,10,2562,,0,0,1570118873621,job_1569357382192_0799,['tpch_4G_nation'],0,0,1,4096,1,1,PigLatin:Q9.pig,['tmp-875025641'],default,5099,1,8192,0,0,6892,1570118866729,SUCCEEDED,1570118861630,1,0,['MAP_ONLY'],False,ubuntu
1209065746,2449901337,0,0,0,71102,58007623,0,134,2,3158246667.0,0.0,0.0,512.0,0.0,7589,23379,32263,227768,10,3158317769,,0,0,1570119216079,job_1569357382192_0800,"['tpch_4G_lineitem', ' tpch_4G_part']",0,0,1,4096,131,131,PigLatin:Q9.pig,['tmp-785356496'],default,22822,1,8192,1,1,330679,1570118885400,SUCCEEDED,1570118862578,131,1,['HASH_JOIN'],False,ubuntu
146213672,220542154,0,0,0,58024863,72186929,0,6,2,5629995.0,0.0,0.0,256.0,0.0,24940,873,7334,24775,10,63654858,,0,0,1570119277001,job_1569357382192_0801,"['tpch_4G_supplier', 'tmp-785356496']",1,0,1,4096,2,2,PigLatin:Q9.pig,['tmp-431679703'],default,8925,1,8192,1,1,49163,1570119227838,SUCCEEDED,1570119218913,2,1,"['REPLICATED_JOIN', 'HASH_JOIN']",False,ubuntu
244127766,410700028,0,0,0,72208453,73202953,0,20,2,476404970.0,0.0,0.0,256.0,0.0,10380,3271,23396,25940,10,548613423,,0,0,1570119360147,job_1569357382192_0802,"['tpch_4G_partsupp', 'tmp-431679703']",0,0,1,4096,16,16,PigLatin:Q9.pig,['tmp881307430'],default,9243,1,8192,1,1,68813,1570119291334,SUCCEEDED,1570119282091,16,1,['HASH_JOIN'],False,ubuntu
338867384,598076403,0,0,0,73225594,38072635,0,27,2,689415470.0,0.0,0.0,256.0,0.0,9720,4106,29514,37952,10,762641064,,0,0,1570119463814,job_1569357382192_0803,"['tmp881307430', ' tpch_4G_orders']",0,0,1,4096,23,23,PigLatin:Q9.pig,['tmp267622097'],default,9623,1,8192,1,1,88779,1570119375035,SUCCEEDED,1570119365412,23,1,['HASH_JOIN'],False,ubuntu
6145,502727,0,0,0,38073036,4769,0,5,2,,,,,,12429,31,453,2816,40,38073036,,0,0,1570119496100,job_1569357382192_0804,['tmp267622097'],0,0,1,4096,1,1,PigLatin:Q9.pig,['tmp365996441'],default,9522,1,8192,1,1,20494,1570119475606,SUCCEEDED,1570119466084,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
4878,487621,0,0,0,5170,72,0,5,2,,,,,,2973,32,416,3005,40,5170,,0,0,1570119519404,job_1569357382192_0805,['tmp365996441'],0,0,1,4096,1,1,PigLatin:Q9.pig,['tmp-2033760258'],default,6141,1,8192,1,1,11590,1570119507814,SUCCEEDED,1570119501673,1,1,['SAMPLER'],False,ubuntu
5970,484825,0,0,0,5170,5895,0,5,2,,,,,,3147,34,411,2989,40,5170,,0,0,1570119543103,job_1569357382192_0806,['tmp365996441'],0,0,1,4096,1,1,PigLatin:Q9.pig,[],default,9272,1,8192,1,1,11620,1570119531483,SUCCEEDED,1570119522211,1,1,['ORDER_BY'],False,ubuntu
106135394,218526050,0,0,0,39690,37834284,0,28,2,786499667.0,0.0,0.0,512.0,0.0,9843,892,5977,54073,10,786539357,,0,0,1570119653292,job_1569357382192_0807,"['tpch_4G_customer', ' tpch_4G_orders']",0,0,1,4096,25,25,PigLatin:Q10.pig,['tmp1682386376'],default,5182,1,8192,1,1,82524,1570119570768,SUCCEEDED,1570119565586,25,1,['HASH_JOIN'],False,ubuntu
39713437,80142883,0,0,0,37835049,39714619,0,6,2,2199.0,0.0,0.0,1.0,0.0,4839,361,4291,3016,10,37837248,,0,0,1570119681710,job_1569357382192_0808,"['tpch_4G_nation', 'tmp1682386376']",0,0,1,4096,2,2,PigLatin:Q10.pig,['tmp1689659883'],default,6934,1,8192,1,1,16825,1570119664885,SUCCEEDED,1570119657951,2,1,['HASH_JOIN'],False,ubuntu
237288940,505862721,0,0,0,39770721,81393836,0,133,2,3061878384.0,0.0,0.0,256.0,0.0,6801,3747,19142,216361,10,3101649105,,0,0,1570119973130,job_1569357382192_0809,"['tmp1689659883', ' tpch_4G_lineitem']",0,0,1,4096,129,129,PigLatin:Q10.pig,['tmp-1219930351'],default,9634,1,8192,1,1,279539,1570119693591,SUCCEEDED,1570119683957,129,1,['HASH_JOIN'],False,ubuntu
58558380,88330176,0,0,0,81394239,26955352,0,5,2,,,,,,11053,261,2841,3008,40,81394239,,0,0,1570120007925,job_1569357382192_0810,['tmp-1219930351'],0,0,1,4096,1,1,PigLatin:Q10.pig,['tmp-1037464020'],default,5558,1,8192,1,1,22293,1570119985632,SUCCEEDED,1570119980074,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
3206,482937,0,0,0,26955755,64,0,5,2,,,,,,3704,28,400,2629,40,26955755,,0,0,1570120030750,job_1569357382192_0811,['tmp-1037464020'],0,0,1,4096,1,1,PigLatin:Q10.pig,['tmp711195655'],default,8850,1,8192,1,1,11216,1570120019534,SUCCEEDED,1570120010684,1,1,['SAMPLER'],False,ubuntu
3703,491453,0,0,0,26955755,3598,0,5,2,,,,,,5165,25,360,2613,40,26955755,,0,0,1570120055923,job_1569357382192_0812,['tmp-1037464020'],0,0,1,4096,1,1,PigLatin:Q10.pig,['tmp-1595941706'],default,6510,1,8192,1,1,13174,1570120042749,SUCCEEDED,1570120036239,1,1,"['ORDER_BY', 'COMBINER']",False,ubuntu
3703,478345,0,0,0,4001,3477,0,5,2,,,,,,3063,28,383,2924,40,4001,,0,0,1570120079341,job_1569357382192_0813,['tmp-1595941706'],0,0,1,4096,1,1,PigLatin:Q10.pig,[],default,6059,1,8192,1,1,11499,1570120067842,SUCCEEDED,1570120061783,1,1,['UDF'],False,ubuntu
574355,1862337,0,0,0,17201,7060,0,5,2,5632194.0,0.0,0.0,257.0,0.0,20841,119,578,30806,10,5649395,,0,0,1570120139792,job_1569357382192_0814,"['tpch_4G_nation', ' tpch_4G_supplier']",1,0,1,4096,2,2,PigLatin:Q11.pig,['tmp508058929'],default,5011,1,8192,1,1,40735,1570120099057,SUCCEEDED,1570120094046,2,1,['HASH_JOIN'],False,ubuntu
102120482,208293006,0,0,0,28582,1922623,0,20,2,476404970.0,0.0,0.0,256.0,0.0,9527,1894,5376,24876,10,476433552,,0,0,1570120199997,job_1569357382192_0815,"['tmp508058929', ' tpch_4G_partsupp']",0,0,1,4096,16,16,PigLatin:Q11.pig,['tmp1900406469'],default,6258,1,8192,1,1,48351,1570120151646,SUCCEEDED,1570120145388,16,1,['HASH_JOIN'],False,ubuntu
27,488785,0,0,0,1923024,20,0,5,2,,,,,,4510,25,903,2777,40,1923024,,0,0,1570120225463,job_1569357382192_0816,['tmp1900406469'],0,0,1,4096,1,1,PigLatin:Q11.pig,['tmp63182863'],default,6168,1,8192,1,1,13184,1570120212279,SUCCEEDED,1570120206111,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
3015131,6522965,0,0,0,1923054,0,0,8,2,,,,,,5239,140,1364,2825,40,1923054,,0,0,1570120252029,job_1569357382192_0817,['tmp1900406469'],0,0,1,4096,1,1,PigLatin:Q11.pig,['tmp727004424'],default,5153,1,8192,1,1,14495,1570120237534,SUCCEEDED,1570120232381,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
6,475363,0,0,0,390,0,0,5,2,,,,,,3106,30,303,3004,40,390,,0,0,1570120275690,job_1569357382192_0818,['tmp727004424'],0,0,1,4096,1,1,PigLatin:Q11.pig,['tmp401427370'],default,6219,1,8192,1,1,11509,1570120264181,SUCCEEDED,1570120257962,1,1,['SAMPLER'],False,ubuntu
6,470575,0,0,0,390,0,0,5,2,,,,,,2869,26,319,2911,40,390,,0,0,1570120298756,job_1569357382192_0819,['tmp727004424'],0,0,1,4096,1,1,PigLatin:Q11.pig,[],default,8810,1,8192,1,1,11400,1570120287356,SUCCEEDED,1570120278546,1,1,['ORDER_BY'],False,ubuntu
161140488,358375686,0,0,0,77940,2422873,0,153,2,3751293854.0,0.0,0.0,512.0,0.0,7736,3020,15027,255246,10,3751371794,,0,0,1570120660956,job_1569357382192_0820,"['tpch_4G_orders', ' tpch_4G_lineitem']",0,0,1,4096,150,150,PigLatin:Q12.pig,['tmp-1153575066'],default,5143,1,8192,1,1,340685,1570120320271,SUCCEEDED,1570120315128,150,1,['HASH_JOIN'],False,ubuntu
2907575,6292407,0,0,0,2423275,42,0,5,2,,,,,,3894,134,1030,2778,40,2423275,,0,0,1570120686050,job_1569357382192_0821,['tmp-1153575066'],0,0,1,4096,1,1,PigLatin:Q12.pig,['tmp198374729'],default,6341,1,8192,1,1,13126,1570120672924,SUCCEEDED,1570120666583,1,1,['GROUP_BY'],False,ubuntu
62,474953,0,0,0,442,62,0,5,2,,,,,,2951,60,381,2732,40,442,,0,0,1570120709508,job_1569357382192_0822,['tmp198374729'],0,0,1,4096,1,1,PigLatin:Q12.pig,['tmp1396336522'],default,5965,1,8192,1,1,11329,1570120698179,SUCCEEDED,1570120692214,1,1,['SAMPLER'],False,ubuntu
46,470097,0,0,0,442,34,0,5,2,,,,,,3168,27,369,2663,40,442,,0,0,1570120733030,job_1569357382192_0823,['tmp198374729'],0,0,1,4096,1,1,PigLatin:Q12.pig,[],default,9018,1,8192,1,1,11222,1570120721808,SUCCEEDED,1570120712790,1,1,['ORDER_BY'],False,ubuntu
127684080,261605170,0,0,0,39690,4556900,0,28,2,786499667.0,0.0,0.0,512.0,0.0,10723,3981,10590,53924,10,786539357,,0,0,1570120844716,job_1569357382192_0824,"['tpch_4G_customer', ' tpch_4G_orders']",0,0,1,4096,25,25,PigLatin:Q13.pig,['tmp-841643140'],default,4975,1,8192,1,1,90691,1570120754025,SUCCEEDED,1570120749050,25,1,['COGROUP'],False,ubuntu
832,488553,0,0,0,4557302,262,0,5,2,,,,,,5706,28,420,2986,40,4557302,,0,0,1570120870088,job_1569357382192_0825,['tmp-841643140'],0,0,1,4096,1,1,PigLatin:Q13.pig,['tmp-2091480926'],default,6024,1,8192,1,1,13639,1570120856449,SUCCEEDED,1570120850425,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
1082,477215,0,0,0,665,58,0,5,2,,,,,,3075,31,401,2802,40,665,,0,0,1570120893322,job_1569357382192_0826,['tmp-2091480926'],0,0,1,4096,1,1,PigLatin:Q13.pig,['tmp-265705261'],default,5871,1,8192,1,1,11418,1570120881904,SUCCEEDED,1570120876033,1,1,['SAMPLER'],False,ubuntu
566,471141,0,0,0,665,335,0,5,2,,,,,,3212,34,520,2652,40,665,,0,0,1570120916561,job_1569357382192_0827,['tmp-2091480926'],0,0,1,4096,1,1,PigLatin:Q13.pig,[],default,8516,1,8192,1,1,11370,1570120905191,SUCCEEDED,1570120896675,1,1,['ORDER_BY'],False,ubuntu
120259282,271854789,0,0,0,71102,44070432,0,134,2,3158246667.0,0.0,0.0,512.0,0.0,6778,1202,5876,213393,10,3158317769,,0,0,1570121206498,job_1569357382192_0828,"['tpch_4G_part', ' tpch_4G_lineitem']",0,0,1,4096,131,131,PigLatin:Q14.pig,['tmp980687475'],default,4859,1,8192,1,1,268781,1570120937717,SUCCEEDED,1570120932858,131,1,['HASH_JOIN'],False,ubuntu
48,499147,0,0,0,44070833,60,0,9,6,,,,,,6167,25,2954,2868,40,44070833,,0,0,1570121235703,job_1569357382192_0829,['tmp980687475'],0,0,1,4096,1,1,PigLatin:Q14.pig,"['tmp666605692', 'tmp-194270147', 'tmp-1330453228']",default,9156,1,8192,1,1,17384,1570121218319,SUCCEEDED,1570121209163,1,1,"['MULTI_QUERY', 'COMBINER']",False,ubuntu
0,229906,0,0,0,483,19,0,11,2,,,,,,3288,0,0,0,40,483,,0,0,1570121253407,job_1569357382192_0830,['tmp-1330453228'],0,0,1,4096,1,1,PigLatin:Q14.pig,[],default,8045,1,8192,0,0,5639,1570121247768,SUCCEEDED,1570121239723,1,0,['MAP_ONLY'],False,ubuntu
20782606,73309353,0,0,0,55700,537008,0,131,2,3061878384.0,0.0,0.0,256.0,0.0,6666,884,1859,214353,10,3061934084,,0,0,1570121531542,job_1569357382192_0831,['tpch_4G_lineitem'],0,0,1,4096,128,128,PigLatin:Q15.pig,['tmp212026911'],default,5406,1,8192,1,1,260399,1570121271143,SUCCEEDED,1570121265737,128,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
