job_id,n_maps,Reduces,MaxMapTime,MinMapTime,AvgMapTime,MedianMapTime,MaxReduceTime,MinReduceTime,AvgReduceTime,MedianReducetime,Alias,Type,Outputs,Inputs,DagId,runtime,queuetime,maptime,name
job_1569357382192_0738,1,0,4,4,4,4,0,0,0,0,fn|nation,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp-358328104/tmp515664429'],['s3a://data/tpch-2G/nation'],c2a82823-84a1-43e9-8129-a253c067823d,6,227,4,PigLatin:Q21.pig
job_1569357382192_0739,3,1,37,17,24,17,20,20,20,20,L3|fL2|fL3|fn_s|fn_s_L3|supplier,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-358328104/tmp-1574394159'],"['s3a://data/tpch-2G/supplier', 'hdfs://kariz-1:9000/tmp/temp-358328104/tmp762931900']",c2a82823-84a1-43e9-8129-a253c067823d,42,5,24,PigLatin:Q21.pig
job_1569357382192_0740,12,1,11,3,9,10,26,26,26,26,fn_s_L3_fo|fo|orders,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-358328104/tmp306521273'],"['hdfs://kariz-1:9000/tmp/temp-358328104/tmp-1574394159', 's3a://data/tpch-2G/orders']",c2a82823-84a1-43e9-8129-a253c067823d,35,7,9,PigLatin:Q21.pig
job_1569357382192_0741,1,1,4,4,4,4,3,3,3,3,gres|sres,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-358328104/tmp-2084420481'],['hdfs://kariz-1:9000/tmp/temp-358328104/tmp306521273'],c2a82823-84a1-43e9-8129-a253c067823d,12,8,4,PigLatin:Q21.pig
job_1569357382192_0742,1,1,3,3,3,3,3,3,3,3,ores,SAMPLER,['hdfs://kariz-1:9000/tmp/temp-358328104/tmp-1692525412'],['hdfs://kariz-1:9000/tmp/temp-358328104/tmp-2084420481'],c2a82823-84a1-43e9-8129-a253c067823d,11,7,3,PigLatin:Q21.pig
job_1569357382192_0743,1,1,3,3,3,3,3,3,3,3,ores,ORDER_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-358328104/tmp-1668150820'],['hdfs://kariz-1:9000/tmp/temp-358328104/tmp-2084420481'],c2a82823-84a1-43e9-8129-a253c067823d,11,5,3,PigLatin:Q21.pig
job_1569357382192_0744,1,1,2,2,2,2,3,3,3,3,ores,UDF,['/tpch/q6_2g_1rep_s3/Q21out'],['hdfs://kariz-1:9000/tmp/temp-358328104/tmp-1668150820'],c2a82823-84a1-43e9-8129-a253c067823d,11,7,2,PigLatin:Q21.pig
job_1569357382192_0745,2,1,31,17,24,24,12,12,12,12,avg_customer_filter|customer|customer_filter|customer_filter_group,MULTI_QUERY|COMBINER,['hdfs://kariz-1:9000/tmp/temp1231582161/tmp1247148179'],['s3a://data/tpch-2G/customer'],ff9aaf39-5060-4bb9-b443-e7ce12d2800a,34,4,24,PigLatin:Q22.pig
job_1569357382192_0746,12,1,11,5,9,10,25,25,25,25,customer|customer_orders_left|customer_rows|customer_sec_filter|customer_trd_filter|orders,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1231582161/tmp2129547906'],"['hdfs://kariz-1:9000/tmp/temp1231582161/tmp1065785654', 's3a://data/tpch-2G/orders']",ff9aaf39-5060-4bb9-b443-e7ce12d2800a,35,4,9,PigLatin:Q22.pig
job_1569357382192_0747,1,1,3,3,3,3,3,3,3,3,customer_result|customer_result_group,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp1231582161/tmp-107520116'],['hdfs://kariz-1:9000/tmp/temp1231582161/tmp2129547906'],ff9aaf39-5060-4bb9-b443-e7ce12d2800a,12,7,3,PigLatin:Q22.pig
job_1569357382192_0748,1,1,3,3,3,3,3,3,3,3,customer_result_inorder,SAMPLER,['hdfs://kariz-1:9000/tmp/temp1231582161/tmp-40386844'],['hdfs://kariz-1:9000/tmp/temp1231582161/tmp-107520116'],ff9aaf39-5060-4bb9-b443-e7ce12d2800a,11,6,3,PigLatin:Q22.pig
job_1569357382192_0749,1,1,3,3,3,3,3,3,3,3,customer_result_inorder,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q22out'],['hdfs://kariz-1:9000/tmp/temp1231582161/tmp-107520116'],ff9aaf39-5060-4bb9-b443-e7ce12d2800a,11,8,3,PigLatin:Q22.pig
job_1569357382192_0750,128,1,10,8,9,9,262,262,262,262,LineItems|PriceSummary|StatusGroup|SubLine|SubLineItems,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp2147121980/tmp-532252089'],['s3a://data/tpch-4G/lineitem'],5d1d9774-c6de-4aa8-9019-0c788585ab81,319,5,9,PigLatin:Q1.pig
job_1569357382192_0751,1,1,3,3,3,3,3,3,3,3,SortedSummary,SAMPLER,['hdfs://kariz-1:9000/tmp/temp2147121980/tmp-1567830538'],['hdfs://kariz-1:9000/tmp/temp2147121980/tmp-532252089'],5d1d9774-c6de-4aa8-9019-0c788585ab81,11,5,3,PigLatin:Q1.pig
job_1569357382192_0752,1,1,3,3,3,3,3,3,3,3,SortedSummary,ORDER_BY,['/tpch/q6_4g_1rep_s3/Q1out'],['hdfs://kariz-1:9000/tmp/temp2147121980/tmp-532252089'],5d1d9774-c6de-4aa8-9019-0c788585ab81,11,8,3,PigLatin:Q1.pig
job_1569357382192_0753,2,1,4,4,4,4,2,2,2,2,FR_N|FRegion|Nation|Region,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp2109521519'],"['s3a://data/tpch-4G/region', 's3a://data/tpch-4G/nation']",f04ce8c5-8aa9-4c50-b5f1-487b087555ac,12,5,4,PigLatin:Q2.pig
job_1569357382192_0754,2,1,58,2,30,30,53,53,53,53,FR_N_S|Supplier,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp-1831061120'],"['s3a://data/tpch-4G/supplier', 'hdfs://kariz-1:9000/tmp/temp-1477841730/tmp2109521519']",f04ce8c5-8aa9-4c50-b5f1-487b087555ac,61,8,23,PigLatin:Q2.pig
job_1569357382192_0755,16,1,14,3,11,12,39,39,39,39,FR_N_S_PS|Partsupp,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp1062144563'],"['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp-1831061120', 's3a://data/tpch-4G/partsupp']",f04ce8c5-8aa9-4c50-b5f1-487b087555ac,57,5,11,PigLatin:Q2.pig
job_1569357382192_0756,6,1,30,4,17,17,30,30,30,30,FPart|FR_N_S_PS_FP|Part,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp2147408296'],"['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp1062144563', 's3a://data/tpch-4G/part']",f04ce8c5-8aa9-4c50-b5f1-487b087555ac,39,8,17,PigLatin:Q2.pig
job_1569357382192_0757,1,1,3,3,3,3,3,3,3,3,G1|Min|MinCost|RawResults,GROUP_BY,['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp-454031694'],['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp2147408296'],f04ce8c5-8aa9-4c50-b5f1-487b087555ac,11,9,3,PigLatin:Q2.pig
job_1569357382192_0758,1,1,3,3,3,3,3,3,3,3,SortedMinimumCostSupplier,SAMPLER,['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp1550523998'],['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp-454031694'],f04ce8c5-8aa9-4c50-b5f1-487b087555ac,11,7,3,PigLatin:Q2.pig
job_1569357382192_0759,1,1,3,3,3,3,2,2,2,2,SortedMinimumCostSupplier,ORDER_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp595165511'],['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp-454031694'],f04ce8c5-8aa9-4c50-b5f1-487b087555ac,10,9,3,PigLatin:Q2.pig
job_1569357382192_0760,1,1,3,3,3,3,3,3,3,3,SortedMinimumCostSupplier,UDF,['/tpch/q6_4g_1rep_s3/Q2out'],['hdfs://kariz-1:9000/tmp/temp-1477841730/tmp595165511'],f04ce8c5-8aa9-4c50-b5f1-487b087555ac,11,6,3,PigLatin:Q2.pig
job_1569357382192_0761,25,1,26,6,11,9,66,66,66,66,customer|fcustomer|forders|o1|orders|selo1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp2119076096/tmp-993855261'],"['s3a://data/tpch-4G/orders', 's3a://data/tpch-4G/customer']",2e7515e7-63e0-46e1-af90-ff8584225e34,93,5,11,PigLatin:Q3.pig
job_1569357382192_0762,129,1,7,5,6,6,246,246,246,246,flineitem|l1|lineitem|sell1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp2119076096/tmp733964566'],"['s3a://data/tpch-4G/lineitem', 'hdfs://kariz-1:9000/tmp/temp2119076096/tmp-993855261']",2e7515e7-63e0-46e1-af90-ff8584225e34,289,5,6,PigLatin:Q3.pig
job_1569357382192_0763,1,1,5,5,5,5,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp2119076096/tmp1917860410'],['hdfs://kariz-1:9000/tmp/temp2119076096/tmp733964566'],2e7515e7-63e0-46e1-af90-ff8584225e34,13,6,5,PigLatin:Q3.pig
job_1569357382192_0764,1,1,3,3,3,3,2,2,2,2,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp2119076096/tmp-72365514'],['hdfs://kariz-1:9000/tmp/temp2119076096/tmp1917860410'],2e7515e7-63e0-46e1-af90-ff8584225e34,11,6,3,PigLatin:Q3.pig
job_1569357382192_0765,1,1,4,4,4,4,3,3,3,3,sortResult,ORDER_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp2119076096/tmp-1279340226'],['hdfs://kariz-1:9000/tmp/temp2119076096/tmp1917860410'],2e7515e7-63e0-46e1-af90-ff8584225e34,12,8,4,PigLatin:Q3.pig
job_1569357382192_0766,1,1,3,3,3,3,3,3,3,3,sortResult,UDF,['/tpch/q6_4g_1rep_s3/Q3out'],['hdfs://kariz-1:9000/tmp/temp2119076096/tmp-1279340226'],2e7515e7-63e0-46e1-af90-ff8584225e34,11,6,3,PigLatin:Q3.pig
job_1569357382192_0767,150,1,8,5,6,6,283,283,283,283,COG1|CommitDateFilter|CommitDateFilter0|DateFilter|Fil1|LineItem|Orders|OrdersCount,COGROUP,['hdfs://kariz-1:9000/tmp/temp269755145/tmp-1814407814'],"['s3a://data/tpch-4G/lineitem', 's3a://data/tpch-4G/orders']",1274fd69-4af8-4bee-b75a-8ad0d374b24c,334,5,6,PigLatin:Q4.pig
job_1569357382192_0768,1,1,5,5,5,5,3,3,3,3,PriorityChecking|PriorityGroup,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp269755145/tmp-1153300910'],['hdfs://kariz-1:9000/tmp/temp269755145/tmp-1814407814'],1274fd69-4af8-4bee-b75a-8ad0d374b24c,13,5,5,PigLatin:Q4.pig
job_1569357382192_0769,1,1,3,3,3,3,3,3,3,3,SortedPriorityChecking,SAMPLER,['hdfs://kariz-1:9000/tmp/temp269755145/tmp1081980386'],['hdfs://kariz-1:9000/tmp/temp269755145/tmp-1153300910'],1274fd69-4af8-4bee-b75a-8ad0d374b24c,11,4,3,PigLatin:Q4.pig
job_1569357382192_0770,1,1,3,3,3,3,3,3,3,3,SortedPriorityChecking,ORDER_BY,['/tpch/q6_4g_1rep_s3/Q4out'],['hdfs://kariz-1:9000/tmp/temp269755145/tmp-1153300910'],1274fd69-4af8-4bee-b75a-8ad0d374b24c,11,8,3,PigLatin:Q4.pig
job_1569357382192_0771,2,1,4,4,4,4,3,3,3,3,fregion|n1|nation|region|seln1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp-270864174'],"['s3a://data/tpch-4G/nation', 's3a://data/tpch-4G/region']",52f3edbf-a03f-4b57-9301-7cadedb44f70,12,4,4,PigLatin:Q5.pig
job_1569357382192_0772,2,1,37,3,20,20,32,32,32,32,s1|sels1|supplier,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp-66906925'],"['s3a://data/tpch-4G/supplier', 'hdfs://kariz-1:9000/tmp/temp-1092318445/tmp-270864174']",52f3edbf-a03f-4b57-9301-7cadedb44f70,40,7,20,PigLatin:Q5.pig
job_1569357382192_0773,129,1,7,3,7,7,288,288,288,288,l1|lineitem|sell1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp-598746381'],"['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp-66906925', 's3a://data/tpch-4G/lineitem']",52f3edbf-a03f-4b57-9301-7cadedb44f70,332,9,7,PigLatin:Q5.pig
job_1569357382192_0774,24,1,25,5,9,8,65,65,65,65,forders|o1|orders|selo1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp397408642'],"['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp-598746381', 's3a://data/tpch-4G/orders']",52f3edbf-a03f-4b57-9301-7cadedb44f70,79,7,9,PigLatin:Q5.pig
job_1569357382192_0775,4,1,21,6,16,19,18,18,18,18,c1|customer|selc1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp-711989102'],"['s3a://data/tpch-4G/customer', 'hdfs://kariz-1:9000/tmp/temp-1092318445/tmp397408642']",52f3edbf-a03f-4b57-9301-7cadedb44f70,29,6,16,PigLatin:Q5.pig
job_1569357382192_0776,1,1,4,4,4,4,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp1414446786'],['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp-711989102'],52f3edbf-a03f-4b57-9301-7cadedb44f70,12,7,4,PigLatin:Q5.pig
job_1569357382192_0777,1,1,2,2,2,2,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp1488968839'],['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp1414446786'],52f3edbf-a03f-4b57-9301-7cadedb44f70,11,6,2,PigLatin:Q5.pig
job_1569357382192_0778,1,1,3,3,3,3,3,3,3,3,sortResult,ORDER_BY,['/tpch/q6_4g_1rep_s3/Q5out'],['hdfs://kariz-1:9000/tmp/temp-1092318445/tmp1414446786'],52f3edbf-a03f-4b57-9301-7cadedb44f70,11,9,3,PigLatin:Q5.pig
job_1569357382192_0779,128,1,7,5,6,6,199,199,199,199,flineitem|grpResult|lineitem|saving|sumResult,GROUP_BY|COMBINER,['/tpch/q6_4g_1rep_s3/Q6out'],['s3a://data/tpch-4G/lineitem'],22552967-c1b2-4430-a0d3-8068094db46c,245,5,6,PigLatin:Q6.pig
job_1569357382192_0780,1,0,4,4,4,4,0,0,0,0,nation2|nation20,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp580906054/tmp-1379890074'],['s3a://data/tpch-4G/nation'],a7b43c0e-12f8-4fb5-a2e4-1bafbd905a47,6,4,4,PigLatin:Q7.pig
job_1569357382192_0781,1,0,4,4,4,4,0,0,0,0,nation1|nation10,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp580906054/tmp-1398467790'],['s3a://data/tpch-4G/nation'],a7b43c0e-12f8-4fb5-a2e4-1bafbd905a47,6,23,4,PigLatin:Q7.pig
job_1569357382192_0782,129,1,36,6,7,7,267,267,267,267,lineitem|lineitem0|liteitem_supplier_nation1|supplier|supplier_nation1,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp580906054/tmp-184570176'],"['s3a://data/tpch-4G/supplier', 's3a://data/tpch-4G/lineitem']",a7b43c0e-12f8-4fb5-a2e4-1bafbd905a47,314,4,7,PigLatin:Q7.pig
job_1569357382192_0783,25,1,20,6,10,9,58,58,58,58,customer|customer_nation2|orders|orders_customer_nation2,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp580906054/tmp-899840430'],"['s3a://data/tpch-4G/orders', 's3a://data/tpch-4G/customer']",a7b43c0e-12f8-4fb5-a2e4-1bafbd905a47,82,330,10,PigLatin:Q7.pig
job_1569357382192_0784,2,1,6,5,5,5,9,9,9,9,filtered_final_join|final_join|shipping,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp580906054/tmp-528083627'],"['hdfs://kariz-1:9000/tmp/temp580906054/tmp-899840430', 'hdfs://kariz-1:9000/tmp/temp580906054/tmp-184570176']",a7b43c0e-12f8-4fb5-a2e4-1bafbd905a47,19,7,5,PigLatin:Q7.pig
job_1569357382192_0785,1,1,3,3,3,3,3,3,3,3,aggregated_shipping|grouped_shipping,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp580906054/tmp605383132'],['hdfs://kariz-1:9000/tmp/temp580906054/tmp-528083627'],a7b43c0e-12f8-4fb5-a2e4-1bafbd905a47,12,8,3,PigLatin:Q7.pig
job_1569357382192_0786,1,1,3,3,3,3,3,3,3,3,ordered_shipping,SAMPLER,['hdfs://kariz-1:9000/tmp/temp580906054/tmp-769383008'],['hdfs://kariz-1:9000/tmp/temp580906054/tmp605383132'],a7b43c0e-12f8-4fb5-a2e4-1bafbd905a47,11,6,3,PigLatin:Q7.pig
job_1569357382192_0787,1,1,3,3,3,3,4,4,4,4,ordered_shipping,ORDER_BY,['/tpch/q6_4g_1rep_s3/Q7out'],['hdfs://kariz-1:9000/tmp/temp580906054/tmp605383132'],a7b43c0e-12f8-4fb5-a2e4-1bafbd905a47,12,7,3,PigLatin:Q7.pig
job_1569357382192_0788,1,0,4,4,4,4,0,0,0,0,fregion|region,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp1182158864/tmp1664098676'],['s3a://data/tpch-4G/region'],695ef495-3244-4513-93ab-1439e4041444,7,5,4,PigLatin:Q8.pig
job_1569357382192_0789,131,1,18,6,7,7,271,271,271,271,fpart|lineitem|p1|part,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1182158864/tmp-954653860'],"['s3a://data/tpch-4G/part', 's3a://data/tpch-4G/lineitem']",695ef495-3244-4513-93ab-1439e4041444,323,22,7,PigLatin:Q8.pig
job_1569357382192_0790,1,0,4,4,4,4,0,0,0,0,nation,MULTI_QUERY|MAP_ONLY,"['hdfs://kariz-1:9000/tmp/temp1182158864/tmp-1149994881', 'hdfs://kariz-1:9000/tmp/temp1182158864/tmp-941358929']",['s3a://data/tpch-4G/nation'],695ef495-3244-4513-93ab-1439e4041444,6,357,4,PigLatin:Q8.pig
job_1569357382192_0791,2,1,37,4,21,21,33,33,33,33,n2|s1|supplier,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1182158864/tmp356294226'],"['s3a://data/tpch-4G/supplier', 'hdfs://kariz-1:9000/tmp/temp1182158864/tmp-954653860']",695ef495-3244-4513-93ab-1439e4041444,42,9,21,PigLatin:Q8.pig
job_1569357382192_0792,1,0,3,3,3,3,0,0,0,0,n1|nation|seln1,REPLICATED_JOIN|MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp1182158864/tmp1480520868'],['hdfs://kariz-1:9000/tmp/temp1182158864/tmp-941358929'],695ef495-3244-4513-93ab-1439e4041444,5,64,3,PigLatin:Q8.pig
job_1569357382192_0793,1,0,3,3,3,3,0,0,0,0,,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp1182158864/tmp-1009417100'],['hdfs://kariz-1:9000/tmp/temp1182158864/tmp1480520868'],695ef495-3244-4513-93ab-1439e4041444,5,5,3,PigLatin:Q8.pig
job_1569357382192_0794,25,1,19,6,10,9,59,59,59,59,c1|customer|forders|o1|orders|selc1,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1182158864/tmp667704695'],"['s3a://data/tpch-4G/customer', 's3a://data/tpch-4G/orders']",695ef495-3244-4513-93ab-1439e4041444,80,6,10,PigLatin:Q8.pig
job_1569357382192_0795,2,1,5,4,5,5,5,5,5,5,l1|sels1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1182158864/tmp811870143'],"['hdfs://kariz-1:9000/tmp/temp1182158864/tmp667704695', 'hdfs://kariz-1:9000/tmp/temp1182158864/tmp356294226']",695ef495-3244-4513-93ab-1439e4041444,15,8,5,PigLatin:Q8.pig
job_1569357382192_0796,1,1,3,3,3,3,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp1182158864/tmp861816002'],['hdfs://kariz-1:9000/tmp/temp1182158864/tmp811870143'],695ef495-3244-4513-93ab-1439e4041444,12,5,3,PigLatin:Q8.pig
job_1569357382192_0797,1,1,3,3,3,3,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp1182158864/tmp-1509678710'],['hdfs://kariz-1:9000/tmp/temp1182158864/tmp861816002'],695ef495-3244-4513-93ab-1439e4041444,11,10,3,PigLatin:Q8.pig
job_1569357382192_0798,1,1,3,3,3,3,3,3,3,3,sortResult,ORDER_BY,['/tpch/q6_4g_1rep_s3/Q8out'],['hdfs://kariz-1:9000/tmp/temp1182158864/tmp861816002'],695ef495-3244-4513-93ab-1439e4041444,11,8,3,PigLatin:Q8.pig
job_1569357382192_0799,1,0,4,4,4,4,0,0,0,0,nation,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp1716563234/tmp-875025641'],['s3a://data/tpch-4G/nation'],6a826c58-8606-4df9-abda-b7b0da1a2d16,6,5,4,PigLatin:Q9.pig
job_1569357382192_0800,131,1,18,6,7,7,283,283,283,283,fpart|j1|lineitem|part,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1716563234/tmp-785356496'],"['s3a://data/tpch-4G/lineitem', 's3a://data/tpch-4G/part']",6a826c58-8606-4df9-abda-b7b0da1a2d16,330,22,7,PigLatin:Q9.pig
job_1569357382192_0801,2,1,38,11,24,24,32,32,32,32,j2|j3|supplier,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1716563234/tmp-431679703'],"['s3a://data/tpch-4G/supplier', 'hdfs://kariz-1:9000/tmp/temp1716563234/tmp-785356496']",6a826c58-8606-4df9-abda-b7b0da1a2d16,49,8,24,PigLatin:Q9.pig
job_1569357382192_0802,16,1,16,6,10,10,52,52,52,52,j4|partsupp,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1716563234/tmp881307430'],"['s3a://data/tpch-4G/partsupp', 'hdfs://kariz-1:9000/tmp/temp1716563234/tmp-431679703']",6a826c58-8606-4df9-abda-b7b0da1a2d16,68,9,10,PigLatin:Q9.pig
job_1569357382192_0803,23,1,13,6,9,9,71,71,71,71,j5|orders|selo1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1716563234/tmp267622097'],"['hdfs://kariz-1:9000/tmp/temp1716563234/tmp881307430', 's3a://data/tpch-4G/orders']",6a826c58-8606-4df9-abda-b7b0da1a2d16,88,9,9,PigLatin:Q9.pig
job_1569357382192_0804,1,1,12,12,12,12,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp1716563234/tmp365996441'],['hdfs://kariz-1:9000/tmp/temp1716563234/tmp267622097'],6a826c58-8606-4df9-abda-b7b0da1a2d16,20,9,12,PigLatin:Q9.pig
job_1569357382192_0805,1,1,2,2,2,2,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp1716563234/tmp-2033760258'],['hdfs://kariz-1:9000/tmp/temp1716563234/tmp365996441'],6a826c58-8606-4df9-abda-b7b0da1a2d16,11,6,2,PigLatin:Q9.pig
job_1569357382192_0806,1,1,3,3,3,3,3,3,3,3,sortResult,ORDER_BY,['/tpch/q6_4g_1rep_s3/Q9out'],['hdfs://kariz-1:9000/tmp/temp1716563234/tmp365996441'],6a826c58-8606-4df9-abda-b7b0da1a2d16,11,9,3,PigLatin:Q9.pig
job_1569357382192_0807,25,1,19,5,9,8,60,60,60,60,c1|customer|forders|orders|selc1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-419893221/tmp1682386376'],"['s3a://data/tpch-4G/customer', 's3a://data/tpch-4G/orders']",2fb0a2f6-881f-479d-b795-6b9197b19406,82,5,9,PigLatin:Q10.pig
job_1569357382192_0808,2,1,5,4,4,4,7,7,7,7,nation|o1|selo1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-419893221/tmp1689659883'],"['s3a://data/tpch-4G/nation', 'hdfs://kariz-1:9000/tmp/temp-419893221/tmp1682386376']",2fb0a2f6-881f-479d-b795-6b9197b19406,16,6,4,PigLatin:Q10.pig
job_1569357382192_0809,129,1,7,5,6,6,239,239,239,239,flineitem|l1|lineitem|sell1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-419893221/tmp-1219930351'],"['hdfs://kariz-1:9000/tmp/temp-419893221/tmp1689659883', 's3a://data/tpch-4G/lineitem']",2fb0a2f6-881f-479d-b795-6b9197b19406,279,9,6,PigLatin:Q10.pig
job_1569357382192_0810,1,1,11,11,11,11,6,6,6,6,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-419893221/tmp-1037464020'],['hdfs://kariz-1:9000/tmp/temp-419893221/tmp-1219930351'],2fb0a2f6-881f-479d-b795-6b9197b19406,22,5,11,PigLatin:Q10.pig
job_1569357382192_0811,1,1,3,3,3,3,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp-419893221/tmp711195655'],['hdfs://kariz-1:9000/tmp/temp-419893221/tmp-1037464020'],2fb0a2f6-881f-479d-b795-6b9197b19406,11,8,3,PigLatin:Q10.pig
job_1569357382192_0812,1,1,5,5,5,5,2,2,2,2,sortResult,ORDER_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-419893221/tmp-1595941706'],['hdfs://kariz-1:9000/tmp/temp-419893221/tmp-1037464020'],2fb0a2f6-881f-479d-b795-6b9197b19406,13,6,5,PigLatin:Q10.pig
job_1569357382192_0813,1,1,3,3,3,3,3,3,3,3,sortResult,UDF,['/tpch/q6_4g_1rep_s3/Q10out'],['hdfs://kariz-1:9000/tmp/temp-419893221/tmp-1595941706'],2fb0a2f6-881f-479d-b795-6b9197b19406,11,6,3,PigLatin:Q10.pig
job_1569357382192_0814,2,1,37,4,20,20,31,31,31,31,fnation|j1|nation|selj1|supplier,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp582190993/tmp508058929'],"['s3a://data/tpch-4G/nation', 's3a://data/tpch-4G/supplier']",7ee0d929-6404-4822-9530-aa36dc12a012,40,5,20,PigLatin:Q11.pig
job_1569357382192_0815,16,1,11,3,9,10,32,32,32,32,j2|partsupp|selj2,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp582190993/tmp1900406469'],"['hdfs://kariz-1:9000/tmp/temp582190993/tmp508058929', 's3a://data/tpch-4G/partsupp']",7ee0d929-6404-4822-9530-aa36dc12a012,48,6,9,PigLatin:Q11.pig
job_1569357382192_0816,1,1,4,4,4,4,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp582190993/tmp63182863'],['hdfs://kariz-1:9000/tmp/temp582190993/tmp1900406469'],7ee0d929-6404-4822-9530-aa36dc12a012,13,6,4,PigLatin:Q11.pig
job_1569357382192_0817,1,1,5,5,5,5,4,4,4,4,outerGrResult|outerHaving|outerSumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp582190993/tmp727004424'],['hdfs://kariz-1:9000/tmp/temp582190993/tmp1900406469'],7ee0d929-6404-4822-9530-aa36dc12a012,14,5,5,PigLatin:Q11.pig
